,loss,accuracy,val_loss,val_accuracy
0,0.7918330110443963,0.8131944537162781,0.6998500978946686,0.8531249761581421
1,0.4963740140861935,0.9145486354827881,0.6606137228012084,0.792187511920929
2,0.37449364304542543,0.9340972304344177,0.3889378261566162,0.8943750262260437
3,0.2972927379277017,0.9467360973358154,0.28050595462322236,0.9337499737739563
4,0.24788757608996498,0.9536458253860474,0.4579176163673401,0.8343750238418579
5,0.20427458925379646,0.9618055820465088,0.2765801224112511,0.9231250286102295
6,0.17285186861952145,0.9666319489479065,0.274893798828125,0.9300000071525574
7,0.152979600528876,0.9692361354827881,0.25925103276968003,0.9318749904632568
8,0.12900526540974777,0.9737153053283691,0.20406786620616912,0.9443749785423279
9,0.11624069453113609,0.976527750492096,0.23101466834545137,0.9318749904632568
10,0.09280070766806603,0.9831944704055786,0.19358044475317002,0.9512500166893005
11,0.08139937449660566,0.984826385974884,0.3037625226378441,0.9043750166893005
12,0.0722245429828763,0.9860069155693054,0.20711677595973016,0.9368749856948853
13,0.06373599610808822,0.9873611330986023,0.1536349207162857,0.9571874737739563
14,0.05880528091349536,0.987743079662323,0.25103254690766336,0.9206249713897705
15,0.04580603340019782,0.991527795791626,0.2397799737751484,0.9262499809265137
16,0.047625211959497794,0.9906597137451172,0.3207018019258976,0.910937488079071
17,0.04012620118757089,0.9926736354827881,0.15244807690382003,0.9540625214576721
18,0.032892976446698106,0.9935416579246521,0.14169881384819746,0.9621875286102295
19,0.03572734176905619,0.9925000071525574,0.4057638290524483,0.8690624833106995
20,0.03951635263860226,0.9903125166893005,0.7192382711172104,0.7659375071525574
21,0.03240879699484342,0.992638885974884,0.1778035406023264,0.9449999928474426
22,0.02555911522772577,0.9946527481079102,0.49419442713260653,0.8381249904632568
23,0.022187229143455625,0.9955902695655823,0.43831045538187025,0.8618749976158142
