,loss,accuracy,val_loss,val_accuracy
0,1.0144253910912409,0.6847916841506958,1.133469054698944,0.5337499976158142
1,0.7299335952599844,0.8379513621330261,0.6681303298473358,0.7953125238418579
2,0.5901501509878371,0.8728471994400024,0.5488318806886673,0.8812500238418579
3,0.4988342144754198,0.8935069441795349,0.5511750376224518,0.8656250238418579
4,0.4312398589319653,0.9073610901832581,0.4835656499862671,0.8778125047683716
5,0.3756728240516451,0.9188541769981384,0.43559460937976835,0.8843749761581421
6,0.335440577103032,0.9279513955116272,0.33781691193580626,0.9390624761581421
7,0.30181310723225274,0.9347222447395325,0.48010157227516176,0.8399999737739563
8,0.2709034120043119,0.9419097304344177,0.38713063836097716,0.8787500262260437
9,0.24465556018882328,0.9480902552604675,0.3707774305343628,0.8921874761581421
10,0.22139281779527664,0.9517014026641846,0.25736297309398654,0.9284374713897705
11,0.20101519889301725,0.9565277695655823,0.2156617358326912,0.9496874809265137
12,0.18494482409622934,0.9620485901832581,0.3427094036340714,0.9003124833106995
13,0.16520593937900332,0.9666666388511658,0.5010763204097748,0.7925000190734863
14,0.1506043837633398,0.9695138931274414,0.379494913816452,0.8512499928474426
15,0.13548746074239412,0.9740277528762817,0.35014558613300323,0.8784375190734863
16,0.12346284804244836,0.9779514074325562,0.2331966945528984,0.932812511920929
